algoritmo,alcance,set_features,sin_seleccion,n_features,detector,firma,umbral_conf_elegido,tau,bin_recall,bin_precision,bin_f1,bin_fpr,bin_accuracy,bin_roc_auc,bin_pr_auc,bin_tn,bin_fp,bin_fn,bin_tp,conocida_precision_macro,conocida_recall_macro,conocida_f1_macro,n_conocida,f1_macro_5_conservador,accuracy_5,recall_0day_global,n_0day,fpr_cascada,tiempo_s,alcance_tiempo_s,tiempo_entrenamiento_s,tiempo_inferencia_s,n_inferencia,latencia_ms_por_flujo,flujos_por_segundo,semilla,commit,fecha
Autoencoder->RandomForest,cascada extremo a extremo (5 clases + unknown) sobre D2 completo; ojo: 'tiempo_entrenamiento_s' aquí es SOLO la calibración de UMBRAL_CONF por OOF sobre D3 — el híbrido no re-entrena las dos etapas. Y ojo también: 'fpr_cascada' y 'bin_fpr' son EL MISMO NÚMERO por construcción y no dos medidas — la etapa 2 solo reclasifica los flujos que la etapa 1 marcó como sospechosos y nunca devuelve uno a 'normal' así que el FPR de la cascada es por fuerza el de la etapa 1; se publican las dos porque P-2 pide el FPR junto al titular de 0-day y H-5 pide el bloque binario completo,54,False,54,Autoencoder,RandomForest,0.4,0.02,0.799423,0.918607,0.854881,0.093605,0.845502,0.932796,0.930095,8802,909,2574,10259,0.912665,0.704909,0.77058,9083,0.624312,0.78797,0.742133,3750,0.093605,9.3,'tiempo_s' = el tramo de la corrida que va desde la carga de los splits hasta el cierre de esta fila (carga de D1/D2/D3 + carga de los .joblib de las dos etapas + calibración OOF sobre D3 = 'tiempo_entrenamiento_s' + cascada sobre D2 = 'tiempo_inferencia_s' + tabla de sensibilidad de los 3 umbrales); lo que queda al restar esas dos columnas son la carga de los splits los dos .joblib y las pasadas de métricas de la tabla de sensibilidad — ninguna columna los mide por separado. NO incluye lo que se hace DESPUÉS de tomar la medida: la figura 5x6 · la tabla 0-day de los cuatro detectores · la escritura de los CSV — de ahí que el log del script imprima una cifra mayor que esta; no es tiempo de ajuste —el híbrido no re-entrena— ni comparable con el 'tiempo_s' de las otras tres tablas · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,7.512,0.094,22544,0.004161,240304.3,6,df30cb2,2026-08-12T23:29:42
Autoencoder->RandomForest,cascada extremo a extremo (5 clases + unknown) sobre D2 completo; ojo: 'tiempo_entrenamiento_s' aquí es SOLO la calibración de UMBRAL_CONF por OOF sobre D3 — el híbrido no re-entrena las dos etapas. Y ojo también: 'fpr_cascada' y 'bin_fpr' son EL MISMO NÚMERO por construcción y no dos medidas — la etapa 2 solo reclasifica los flujos que la etapa 1 marcó como sospechosos y nunca devuelve uno a 'normal' así que el FPR de la cascada es por fuerza el de la etapa 1; se publican las dos porque P-2 pide el FPR junto al titular de 0-day y H-5 pide el bloque binario completo,122_sin_seleccion,True,122,Autoencoder,RandomForest,0.5,0.02,0.767163,0.916155,0.835065,0.092781,0.827493,0.945781,0.953592,8810,901,2988,9845,0.918934,0.591816,0.655475,9083,0.577099,0.759847,0.666933,3750,0.092781,13.9,'tiempo_s' = el tramo de la corrida que va desde la carga de los splits hasta el cierre de esta fila (carga de D1/D2/D3 + carga de los .joblib de las dos etapas + calibración OOF sobre D3 = 'tiempo_entrenamiento_s' + cascada sobre D2 = 'tiempo_inferencia_s' + tabla de sensibilidad de los 3 umbrales); lo que queda al restar esas dos columnas son la carga de los splits los dos .joblib y las pasadas de métricas de la tabla de sensibilidad — ninguna columna los mide por separado. NO incluye lo que se hace DESPUÉS de tomar la medida: la figura 5x6 · la tabla 0-day de los cuatro detectores · la escritura de los CSV — de ahí que el log del script imprima una cifra mayor que esta; no es tiempo de ajuste —el híbrido no re-entrena— ni comparable con el 'tiempo_s' de las otras tres tablas · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,11.751,0.069,22544,0.003051,327785.0,6,df30cb2,2026-08-12T23:39:08
Autoencoder->RandomForest,cascada extremo a extremo (5 clases + unknown) sobre D2 completo; ojo: 'tiempo_entrenamiento_s' aquí es SOLO la calibración de UMBRAL_CONF por OOF sobre D3 — el híbrido no re-entrena las dos etapas. Y ojo también: 'fpr_cascada' y 'bin_fpr' son EL MISMO NÚMERO por construcción y no dos medidas — la etapa 2 solo reclasifica los flujos que la etapa 1 marcó como sospechosos y nunca devuelve uno a 'normal' así que el FPR de la cascada es por fuerza el de la etapa 1; se publican las dos porque P-2 pide el FPR junto al titular de 0-day y H-5 pide el bloque binario completo,54,False,54,Autoencoder,RandomForest,0.5,0.02,0.836827,0.921565,0.877154,0.09412,0.866572,0.945956,0.935699,8797,914,2094,10739,0.932162,0.64344,0.720985,9083,0.612646,0.787438,0.763467,3750,0.09412,7.22,'tiempo_s' = el tramo de la corrida que va desde la carga de los splits hasta el cierre de esta fila (carga de D1/D2/D3 + carga de los .joblib de las dos etapas + calibración OOF sobre D3 = 'tiempo_entrenamiento_s' + cascada sobre D2 = 'tiempo_inferencia_s' + tabla de sensibilidad de los 3 umbrales); lo que queda al restar esas dos columnas son la carga de los splits los dos .joblib y las pasadas de métricas de la tabla de sensibilidad — ninguna columna los mide por separado. NO incluye lo que se hace DESPUÉS de tomar la medida: la figura 5x6 · la tabla 0-day de los cuatro detectores · la escritura de los CSV — de ahí que el log del script imprima una cifra mayor que esta; no es tiempo de ajuste —el híbrido no re-entrena— ni comparable con el 'tiempo_s' de las otras tres tablas · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,5.471,0.062,22544,0.002746,364133.8,7,df30cb2,2026-08-12T23:44:29
Autoencoder->RandomForest,cascada extremo a extremo (5 clases + unknown) sobre D2 completo; ojo: 'tiempo_entrenamiento_s' aquí es SOLO la calibración de UMBRAL_CONF por OOF sobre D3 — el híbrido no re-entrena las dos etapas. Y ojo también: 'fpr_cascada' y 'bin_fpr' son EL MISMO NÚMERO por construcción y no dos medidas — la etapa 2 solo reclasifica los flujos que la etapa 1 marcó como sospechosos y nunca devuelve uno a 'normal' así que el FPR de la cascada es por fuerza el de la etapa 1; se publican las dos porque P-2 pide el FPR junto al titular de 0-day y H-5 pide el bloque binario completo,122_sin_seleccion,True,122,Autoencoder,RandomForest,0.5,0.02,0.866594,0.928452,0.896457,0.08825,0.886045,0.953883,0.959934,8854,857,1712,11121,0.862794,0.636859,0.683319,9083,0.604697,0.78491,0.776533,3750,0.08825,27.56,'tiempo_s' = el tramo de la corrida que va desde la carga de los splits hasta el cierre de esta fila (carga de D1/D2/D3 + carga de los .joblib de las dos etapas + calibración OOF sobre D3 = 'tiempo_entrenamiento_s' + cascada sobre D2 = 'tiempo_inferencia_s' + tabla de sensibilidad de los 3 umbrales); lo que queda al restar esas dos columnas son la carga de los splits los dos .joblib y las pasadas de métricas de la tabla de sensibilidad — ninguna columna los mide por separado. NO incluye lo que se hace DESPUÉS de tomar la medida: la figura 5x6 · la tabla 0-day de los cuatro detectores · la escritura de los CSV — de ahí que el log del script imprima una cifra mayor que esta; no es tiempo de ajuste —el híbrido no re-entrena— ni comparable con el 'tiempo_s' de las otras tres tablas · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,25.257,0.113,22544,0.005004,199857.1,7,df30cb2,2026-08-12T23:53:09
Autoencoder->RandomForest,cascada extremo a extremo (5 clases + unknown) sobre D2 completo; ojo: 'tiempo_entrenamiento_s' aquí es SOLO la calibración de UMBRAL_CONF por OOF sobre D3 — el híbrido no re-entrena las dos etapas. Y ojo también: 'fpr_cascada' y 'bin_fpr' son EL MISMO NÚMERO por construcción y no dos medidas — la etapa 2 solo reclasifica los flujos que la etapa 1 marcó como sospechosos y nunca devuelve uno a 'normal' así que el FPR de la cascada es por fuerza el de la etapa 1; se publican las dos porque P-2 pide el FPR junto al titular de 0-day y H-5 pide el bloque binario completo,54,False,54,Autoencoder,RandomForest,0.5,0.02,0.865581,0.923051,0.893393,0.095356,0.882408,0.933909,0.92244,8785,926,1725,11108,0.873536,0.692404,0.748504,9083,0.646038,0.808242,0.7704,3750,0.095356,13.12,'tiempo_s' = el tramo de la corrida que va desde la carga de los splits hasta el cierre de esta fila (carga de D1/D2/D3 + carga de los .joblib de las dos etapas + calibración OOF sobre D3 = 'tiempo_entrenamiento_s' + cascada sobre D2 = 'tiempo_inferencia_s' + tabla de sensibilidad de los 3 umbrales); lo que queda al restar esas dos columnas son la carga de los splits los dos .joblib y las pasadas de métricas de la tabla de sensibilidad — ninguna columna los mide por separado. NO incluye lo que se hace DESPUÉS de tomar la medida: la figura 5x6 · la tabla 0-day de los cuatro detectores · la escritura de los CSV — de ahí que el log del script imprima una cifra mayor que esta; no es tiempo de ajuste —el híbrido no re-entrena— ni comparable con el 'tiempo_s' de las otras tres tablas · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,11.442,0.054,22544,0.002382,419838.0,8,df30cb2,2026-08-12T23:59:05
Autoencoder->RandomForest,cascada extremo a extremo (5 clases + unknown) sobre D2 completo; ojo: 'tiempo_entrenamiento_s' aquí es SOLO la calibración de UMBRAL_CONF por OOF sobre D3 — el híbrido no re-entrena las dos etapas. Y ojo también: 'fpr_cascada' y 'bin_fpr' son EL MISMO NÚMERO por construcción y no dos medidas — la etapa 2 solo reclasifica los flujos que la etapa 1 marcó como sospechosos y nunca devuelve uno a 'normal' así que el FPR de la cascada es por fuerza el de la etapa 1; se publican las dos porque P-2 pide el FPR junto al titular de 0-day y H-5 pide el bloque binario completo,122_sin_seleccion,True,122,Autoencoder,RandomForest,0.5,0.02,0.764435,0.923294,0.836388,0.083925,0.829755,0.950532,0.957326,8896,815,3023,9810,0.904369,0.573036,0.627769,9083,0.559565,0.751375,0.7,3750,0.083925,25.65,'tiempo_s' = el tramo de la corrida que va desde la carga de los splits hasta el cierre de esta fila (carga de D1/D2/D3 + carga de los .joblib de las dos etapas + calibración OOF sobre D3 = 'tiempo_entrenamiento_s' + cascada sobre D2 = 'tiempo_inferencia_s' + tabla de sensibilidad de los 3 umbrales); lo que queda al restar esas dos columnas son la carga de los splits los dos .joblib y las pasadas de métricas de la tabla de sensibilidad — ninguna columna los mide por separado. NO incluye lo que se hace DESPUÉS de tomar la medida: la figura 5x6 · la tabla 0-day de los cuatro detectores · la escritura de los CSV — de ahí que el log del script imprima una cifra mayor que esta; no es tiempo de ajuste —el híbrido no re-entrena— ni comparable con el 'tiempo_s' de las otras tres tablas · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,23.362,0.11,22544,0.004894,204319.1,8,df30cb2,2026-08-13T00:08:04
Autoencoder->RandomForest,cascada extremo a extremo (5 clases + unknown) sobre D2 completo; ojo: 'tiempo_entrenamiento_s' aquí es SOLO la calibración de UMBRAL_CONF por OOF sobre D3 — el híbrido no re-entrena las dos etapas. Y ojo también: 'fpr_cascada' y 'bin_fpr' son EL MISMO NÚMERO por construcción y no dos medidas — la etapa 2 solo reclasifica los flujos que la etapa 1 marcó como sospechosos y nunca devuelve uno a 'normal' así que el FPR de la cascada es por fuerza el de la etapa 1; se publican las dos porque P-2 pide el FPR junto al titular de 0-day y H-5 pide el bloque binario completo,54,False,54,Autoencoder,RandomForest,0.4,0.02,0.838697,0.920623,0.877752,0.095562,0.867016,0.930956,0.924931,8783,928,2070,10763,0.852808,0.688663,0.738471,9083,0.639341,0.804383,0.756533,3750,0.095562,7.01,'tiempo_s' = el tramo de la corrida que va desde la carga de los splits hasta el cierre de esta fila (carga de D1/D2/D3 + carga de los .joblib de las dos etapas + calibración OOF sobre D3 = 'tiempo_entrenamiento_s' + cascada sobre D2 = 'tiempo_inferencia_s' + tabla de sensibilidad de los 3 umbrales); lo que queda al restar esas dos columnas son la carga de los splits los dos .joblib y las pasadas de métricas de la tabla de sensibilidad — ninguna columna los mide por separado. NO incluye lo que se hace DESPUÉS de tomar la medida: la figura 5x6 · la tabla 0-day de los cuatro detectores · la escritura de los CSV — de ahí que el log del script imprima una cifra mayor que esta; no es tiempo de ajuste —el híbrido no re-entrena— ni comparable con el 'tiempo_s' de las otras tres tablas · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,5.297,0.054,22544,0.002407,415431.3,9,df30cb2,2026-08-13T00:13:37
Autoencoder->RandomForest,cascada extremo a extremo (5 clases + unknown) sobre D2 completo; ojo: 'tiempo_entrenamiento_s' aquí es SOLO la calibración de UMBRAL_CONF por OOF sobre D3 — el híbrido no re-entrena las dos etapas. Y ojo también: 'fpr_cascada' y 'bin_fpr' son EL MISMO NÚMERO por construcción y no dos medidas — la etapa 2 solo reclasifica los flujos que la etapa 1 marcó como sospechosos y nunca devuelve uno a 'normal' así que el FPR de la cascada es por fuerza el de la etapa 1; se publican las dos porque P-2 pide el FPR junto al titular de 0-day y H-5 pide el bloque binario completo,122_sin_seleccion,True,122,Autoencoder,RandomForest,0.4,0.02,0.791709,0.918045,0.850209,0.093399,0.841199,0.942036,0.946789,8804,907,2673,10160,0.84106,0.612907,0.608051,9083,0.549725,0.768586,0.695733,3750,0.093399,10.03,'tiempo_s' = el tramo de la corrida que va desde la carga de los splits hasta el cierre de esta fila (carga de D1/D2/D3 + carga de los .joblib de las dos etapas + calibración OOF sobre D3 = 'tiempo_entrenamiento_s' + cascada sobre D2 = 'tiempo_inferencia_s' + tabla de sensibilidad de los 3 umbrales); lo que queda al restar esas dos columnas son la carga de los splits los dos .joblib y las pasadas de métricas de la tabla de sensibilidad — ninguna columna los mide por separado. NO incluye lo que se hace DESPUÉS de tomar la medida: la figura 5x6 · la tabla 0-day de los cuatro detectores · la escritura de los CSV — de ahí que el log del script imprima una cifra mayor que esta; no es tiempo de ajuste —el híbrido no re-entrena— ni comparable con el 'tiempo_s' de las otras tres tablas · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,7.816,0.1,22544,0.004421,226168.7,9,df30cb2,2026-08-13T00:21:56
Autoencoder->RandomForest,cascada extremo a extremo (5 clases + unknown) sobre D2 completo; ojo: 'tiempo_entrenamiento_s' aquí es SOLO la calibración de UMBRAL_CONF por OOF sobre D3 — el híbrido no re-entrena las dos etapas. Y ojo también: 'fpr_cascada' y 'bin_fpr' son EL MISMO NÚMERO por construcción y no dos medidas — la etapa 2 solo reclasifica los flujos que la etapa 1 marcó como sospechosos y nunca devuelve uno a 'normal' así que el FPR de la cascada es por fuerza el de la etapa 1; se publican las dos porque P-2 pide el FPR junto al titular de 0-day y H-5 pide el bloque binario completo,54,False,54,Autoencoder,RandomForest,0.5,0.02,0.805112,0.914741,0.856432,0.099166,0.846345,0.926917,0.929182,8748,963,2501,10332,0.88044,0.644578,0.710907,9083,0.614012,0.788325,0.7456,3750,0.099166,13.15,'tiempo_s' = el tramo de la corrida que va desde la carga de los splits hasta el cierre de esta fila (carga de D1/D2/D3 + carga de los .joblib de las dos etapas + calibración OOF sobre D3 = 'tiempo_entrenamiento_s' + cascada sobre D2 = 'tiempo_inferencia_s' + tabla de sensibilidad de los 3 umbrales); lo que queda al restar esas dos columnas son la carga de los splits los dos .joblib y las pasadas de métricas de la tabla de sensibilidad — ninguna columna los mide por separado. NO incluye lo que se hace DESPUÉS de tomar la medida: la figura 5x6 · la tabla 0-day de los cuatro detectores · la escritura de los CSV — de ahí que el log del script imprima una cifra mayor que esta; no es tiempo de ajuste —el híbrido no re-entrena— ni comparable con el 'tiempo_s' de las otras tres tablas · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,11.442,0.052,22544,0.00231,432984.7,10,df30cb2,2026-08-13T00:28:17
Autoencoder->RandomForest,cascada extremo a extremo (5 clases + unknown) sobre D2 completo; ojo: 'tiempo_entrenamiento_s' aquí es SOLO la calibración de UMBRAL_CONF por OOF sobre D3 — el híbrido no re-entrena las dos etapas. Y ojo también: 'fpr_cascada' y 'bin_fpr' son EL MISMO NÚMERO por construcción y no dos medidas — la etapa 2 solo reclasifica los flujos que la etapa 1 marcó como sospechosos y nunca devuelve uno a 'normal' así que el FPR de la cascada es por fuerza el de la etapa 1; se publican las dos porque P-2 pide el FPR junto al titular de 0-day y H-5 pide el bloque binario completo,122_sin_seleccion,True,122,Autoencoder,RandomForest,0.5,0.02,0.857009,0.920489,0.887616,0.097827,0.876464,0.934069,0.940665,8761,950,1835,10998,0.884901,0.662183,0.734519,9083,0.655882,0.792894,0.774133,3750,0.097827,25.6,'tiempo_s' = el tramo de la corrida que va desde la carga de los splits hasta el cierre de esta fila (carga de D1/D2/D3 + carga de los .joblib de las dos etapas + calibración OOF sobre D3 = 'tiempo_entrenamiento_s' + cascada sobre D2 = 'tiempo_inferencia_s' + tabla de sensibilidad de los 3 umbrales); lo que queda al restar esas dos columnas son la carga de los splits los dos .joblib y las pasadas de métricas de la tabla de sensibilidad — ninguna columna los mide por separado. NO incluye lo que se hace DESPUÉS de tomar la medida: la figura 5x6 · la tabla 0-day de los cuatro detectores · la escritura de los CSV — de ahí que el log del script imprima una cifra mayor que esta; no es tiempo de ajuste —el híbrido no re-entrena— ni comparable con el 'tiempo_s' de las otras tres tablas · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,23.282,0.12,22544,0.005319,187995.1,10,df30cb2,2026-08-13T00:37:52
