algoritmo,alcance,set_features,sin_seleccion,n_features,tipo_0day,n,detectados,recall,semilla,commit,fecha
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,ps,15,1,0.066667,1,df30cb2,2026-08-12T22:25:57
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,saint,319,314,0.984326,1,df30cb2,2026-08-12T22:25:57
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,sendmail,14,0,0.0,1,df30cb2,2026-08-12T22:25:57
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,snmpgetattack,178,0,0.0,1,df30cb2,2026-08-12T22:25:57
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,snmpguess,331,0,0.0,1,df30cb2,2026-08-12T22:25:57
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,sqlattack,2,0,0.0,1,df30cb2,2026-08-12T22:25:57
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,udpstorm,2,2,1.0,1,df30cb2,2026-08-12T22:25:57
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,worm,2,0,0.0,1,df30cb2,2026-08-12T22:25:57
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,xlock,9,0,0.0,1,df30cb2,2026-08-12T22:25:57
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,xsnoop,4,1,0.25,1,df30cb2,2026-08-12T22:25:57
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,xterm,13,1,0.076923,1,df30cb2,2026-08-12T22:25:57
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,__global__,3750,574,0.153067,1,df30cb2,2026-08-12T22:25:57
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,apache2,737,0,0.0,2,df30cb2,2026-08-12T22:32:26
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,httptunnel,133,1,0.007519,2,df30cb2,2026-08-12T22:32:26
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,mailbomb,293,0,0.0,2,df30cb2,2026-08-12T22:32:26
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,mscan,996,185,0.185743,2,df30cb2,2026-08-12T22:32:26
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,named,17,2,0.117647,2,df30cb2,2026-08-12T22:32:26
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,processtable,685,0,0.0,2,df30cb2,2026-08-12T22:32:26
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,ps,15,2,0.133333,2,df30cb2,2026-08-12T22:32:26
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,saint,319,315,0.987461,2,df30cb2,2026-08-12T22:32:26
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,sendmail,14,0,0.0,2,df30cb2,2026-08-12T22:32:26
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,snmpgetattack,178,0,0.0,2,df30cb2,2026-08-12T22:32:26
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,snmpguess,331,0,0.0,2,df30cb2,2026-08-12T22:32:26
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,sqlattack,2,0,0.0,2,df30cb2,2026-08-12T22:32:26
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,udpstorm,2,2,1.0,2,df30cb2,2026-08-12T22:32:26
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,worm,2,0,0.0,2,df30cb2,2026-08-12T22:32:26
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,xlock,9,0,0.0,2,df30cb2,2026-08-12T22:32:26
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,xsnoop,4,1,0.25,2,df30cb2,2026-08-12T22:32:26
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,xterm,13,1,0.076923,2,df30cb2,2026-08-12T22:32:26
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,__global__,3750,509,0.135733,2,df30cb2,2026-08-12T22:32:26
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,apache2,737,53,0.071913,2,df30cb2,2026-08-12T22:41:54
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,httptunnel,133,1,0.007519,2,df30cb2,2026-08-12T22:41:54
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,mailbomb,293,0,0.0,2,df30cb2,2026-08-12T22:41:54
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,mscan,996,180,0.180723,2,df30cb2,2026-08-12T22:41:54
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,named,17,2,0.117647,2,df30cb2,2026-08-12T22:41:54
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,processtable,685,0,0.0,2,df30cb2,2026-08-12T22:41:54
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,ps,15,1,0.066667,2,df30cb2,2026-08-12T22:41:54
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,saint,319,315,0.987461,2,df30cb2,2026-08-12T22:41:54
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,sendmail,14,0,0.0,2,df30cb2,2026-08-12T22:41:54
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,snmpgetattack,178,0,0.0,2,df30cb2,2026-08-12T22:41:54
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,snmpguess,331,0,0.0,2,df30cb2,2026-08-12T22:41:54
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,sqlattack,2,0,0.0,2,df30cb2,2026-08-12T22:41:54
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,udpstorm,2,2,1.0,2,df30cb2,2026-08-12T22:41:54
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,worm,2,0,0.0,2,df30cb2,2026-08-12T22:41:54
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,xlock,9,0,0.0,2,df30cb2,2026-08-12T22:41:54
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,xsnoop,4,1,0.25,2,df30cb2,2026-08-12T22:41:54
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,xterm,13,1,0.076923,2,df30cb2,2026-08-12T22:41:54
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,__global__,3750,556,0.148267,2,df30cb2,2026-08-12T22:41:54
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,apache2,737,67,0.090909,3,df30cb2,2026-08-12T22:48:16
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,httptunnel,133,0,0.0,3,df30cb2,2026-08-12T22:48:16
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,mailbomb,293,0,0.0,3,df30cb2,2026-08-12T22:48:16
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,mscan,996,135,0.135542,3,df30cb2,2026-08-12T22:48:16
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,named,17,2,0.117647,3,df30cb2,2026-08-12T22:48:16
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,processtable,685,0,0.0,3,df30cb2,2026-08-12T22:48:16
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,ps,15,2,0.133333,3,df30cb2,2026-08-12T22:48:16
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,saint,319,315,0.987461,3,df30cb2,2026-08-12T22:48:16
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,sendmail,14,0,0.0,3,df30cb2,2026-08-12T22:48:16
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,snmpgetattack,178,0,0.0,3,df30cb2,2026-08-12T22:48:16
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,snmpguess,331,0,0.0,3,df30cb2,2026-08-12T22:48:16
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,sqlattack,2,0,0.0,3,df30cb2,2026-08-12T22:48:16
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,udpstorm,2,2,1.0,3,df30cb2,2026-08-12T22:48:16
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,worm,2,0,0.0,3,df30cb2,2026-08-12T22:48:16
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,xlock,9,0,0.0,3,df30cb2,2026-08-12T22:48:16
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,xsnoop,4,1,0.25,3,df30cb2,2026-08-12T22:48:16
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,xterm,13,1,0.076923,3,df30cb2,2026-08-12T22:48:16
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,__global__,3750,525,0.14,3,df30cb2,2026-08-12T22:48:16
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,apache2,737,78,0.105834,3,df30cb2,2026-08-12T22:57:09
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,httptunnel,133,2,0.015038,3,df30cb2,2026-08-12T22:57:09
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,mailbomb,293,0,0.0,3,df30cb2,2026-08-12T22:57:09
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,mscan,996,176,0.176707,3,df30cb2,2026-08-12T22:57:09
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,named,17,2,0.117647,3,df30cb2,2026-08-12T22:57:09
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,processtable,685,0,0.0,3,df30cb2,2026-08-12T22:57:09
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,ps,15,1,0.066667,3,df30cb2,2026-08-12T22:57:09
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,saint,319,314,0.984326,3,df30cb2,2026-08-12T22:57:09
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,sendmail,14,0,0.0,3,df30cb2,2026-08-12T22:57:09
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,snmpgetattack,178,0,0.0,3,df30cb2,2026-08-12T22:57:09
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,snmpguess,331,0,0.0,3,df30cb2,2026-08-12T22:57:09
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,sqlattack,2,0,0.0,3,df30cb2,2026-08-12T22:57:09
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,udpstorm,2,2,1.0,3,df30cb2,2026-08-12T22:57:09
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,worm,2,0,0.0,3,df30cb2,2026-08-12T22:57:09
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,xlock,9,0,0.0,3,df30cb2,2026-08-12T22:57:09
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,xsnoop,4,1,0.25,3,df30cb2,2026-08-12T22:57:09
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,xterm,13,1,0.076923,3,df30cb2,2026-08-12T22:57:09
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,__global__,3750,577,0.153867,3,df30cb2,2026-08-12T22:57:09
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,apache2,737,6,0.008141,4,df30cb2,2026-08-12T23:02:48
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,httptunnel,133,0,0.0,4,df30cb2,2026-08-12T23:02:48
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,mailbomb,293,0,0.0,4,df30cb2,2026-08-12T23:02:48
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,mscan,996,153,0.153614,4,df30cb2,2026-08-12T23:02:48
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,named,17,1,0.058824,4,df30cb2,2026-08-12T23:02:48
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,processtable,685,2,0.00292,4,df30cb2,2026-08-12T23:02:48
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,ps,15,2,0.133333,4,df30cb2,2026-08-12T23:02:48
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,saint,319,315,0.987461,4,df30cb2,2026-08-12T23:02:48
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,sendmail,14,0,0.0,4,df30cb2,2026-08-12T23:02:48
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,snmpgetattack,178,0,0.0,4,df30cb2,2026-08-12T23:02:48
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,snmpguess,331,0,0.0,4,df30cb2,2026-08-12T23:02:48
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,sqlattack,2,0,0.0,4,df30cb2,2026-08-12T23:02:48
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,udpstorm,2,2,1.0,4,df30cb2,2026-08-12T23:02:48
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,worm,2,0,0.0,4,df30cb2,2026-08-12T23:02:48
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,xlock,9,0,0.0,4,df30cb2,2026-08-12T23:02:48
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,xsnoop,4,1,0.25,4,df30cb2,2026-08-12T23:02:48
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,xterm,13,1,0.076923,4,df30cb2,2026-08-12T23:02:48
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,__global__,3750,483,0.1288,4,df30cb2,2026-08-12T23:02:48
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,apache2,737,56,0.075984,4,df30cb2,2026-08-12T23:10:44
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,httptunnel,133,1,0.007519,4,df30cb2,2026-08-12T23:10:44
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,mailbomb,293,0,0.0,4,df30cb2,2026-08-12T23:10:44
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,mscan,996,174,0.174699,4,df30cb2,2026-08-12T23:10:44
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,named,17,2,0.117647,4,df30cb2,2026-08-12T23:10:44
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,processtable,685,0,0.0,4,df30cb2,2026-08-12T23:10:44
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,ps,15,2,0.133333,4,df30cb2,2026-08-12T23:10:44
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,saint,319,315,0.987461,4,df30cb2,2026-08-12T23:10:44
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,sendmail,14,0,0.0,4,df30cb2,2026-08-12T23:10:44
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,snmpgetattack,178,0,0.0,4,df30cb2,2026-08-12T23:10:44
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,snmpguess,331,0,0.0,4,df30cb2,2026-08-12T23:10:44
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,sqlattack,2,0,0.0,4,df30cb2,2026-08-12T23:10:44
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,udpstorm,2,2,1.0,4,df30cb2,2026-08-12T23:10:44
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,worm,2,0,0.0,4,df30cb2,2026-08-12T23:10:44
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,xlock,9,0,0.0,4,df30cb2,2026-08-12T23:10:44
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,xsnoop,4,1,0.25,4,df30cb2,2026-08-12T23:10:44
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,xterm,13,1,0.076923,4,df30cb2,2026-08-12T23:10:44
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,122_sin_seleccion,True,122,__global__,3750,554,0.147733,4,df30cb2,2026-08-12T23:10:44
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,apache2,737,66,0.089552,5,df30cb2,2026-08-12T23:16:01
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,httptunnel,133,0,0.0,5,df30cb2,2026-08-12T23:16:01
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,mailbomb,293,0,0.0,5,df30cb2,2026-08-12T23:16:01
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,mscan,996,164,0.164659,5,df30cb2,2026-08-12T23:16:01
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,named,17,2,0.117647,5,df30cb2,2026-08-12T23:16:01
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,processtable,685,6,0.008759,5,df30cb2,2026-08-12T23:16:01
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,ps,15,1,0.066667,5,df30cb2,2026-08-12T23:16:01
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,saint,319,315,0.987461,5,df30cb2,2026-08-12T23:16:01
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,sendmail,14,0,0.0,5,df30cb2,2026-08-12T23:16:01
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,snmpgetattack,178,0,0.0,5,df30cb2,2026-08-12T23:16:01
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,snmpguess,331,0,0.0,5,df30cb2,2026-08-12T23:16:01
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,sqlattack,2,0,0.0,5,df30cb2,2026-08-12T23:16:01
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,udpstorm,2,2,1.0,5,df30cb2,2026-08-12T23:16:01
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,worm,2,0,0.0,5,df30cb2,2026-08-12T23:16:01
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,xlock,9,0,0.0,5,df30cb2,2026-08-12T23:16:01
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,xsnoop,4,1,0.25,5,df30cb2,2026-08-12T23:16:01
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,xterm,13,1,0.076923,5,df30cb2,2026-08-12T23:16:01
RandomForest_monolitico,recall de marcado como ataque sobre los ataques de D2 de tipo ausente del train,54,False,54,__global__,3750,558,0.1488,5,df30cb2,2026-08-12T23:16:01
