algoritmo,alcance,set_features,sin_seleccion,n_features,config_ganadora,n_iter_ganador,n_iter_total_grid,auc_val,umbral,roc_auc,pr_auc,precision,recall,f1,accuracy,fpr,tn,fp,fn,tp,tiempo_s,tiempo_score_seleccion_s,tiempo_score_umbral_s,alcance_tiempo_s,tiempo_entrenamiento_s,tiempo_inferencia_s,n_inferencia,latencia_ms_por_flujo,flujos_por_segundo,semilla,commit,fecha
OneClassSVM,binario normal-vs-ataque (2 clases) sobre D2 completo,122_sin_seleccion,True,122,"{'nu': 0.05, 'gamma': 'scale'}",,,0.979448,-0.385207,0.885895,0.924798,0.919444,0.711525,0.802232,0.800302,0.082381,8911,800,3702,9131,40.16,12.953,0.952,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,24.472,1.6,22544,0.070979,14088.6,3,df30cb2,2026-08-12T22:49:59
LocalOutlierFactor,binario normal-vs-ataque (2 clases) sobre D2 completo,122_sin_seleccion,True,122,{'n_neighbors': 20},,,0.950442,2.41817,0.835766,0.757446,0.840264,0.645601,0.730181,0.728398,0.162187,8136,1575,4548,8285,24.76,5.498,1.401,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,15.784,1.849,22544,0.081995,12195.8,3,df30cb2,2026-08-12T22:49:59
Autoencoder,binario normal-vs-ataque (2 clases) sobre D2 completo,122_sin_seleccion,True,122,"{'hidden_layer_sizes': (32, 16, 32)}",73.0,123.0,0.986317,0.002413,0.957337,0.960212,0.9543,0.771293,0.853092,0.848785,0.048811,9237,474,2935,9898,30.63,0.051,0.019,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,30.382,0.032,22544,0.001411,708770.3,3,df30cb2,2026-08-12T22:49:59
IsolationForest,binario normal-vs-ataque (2 clases) sobre D2 completo,54,False,54,"{'n_estimators': 100, 'max_samples': 1.0}",,,0.991739,0.433991,0.933044,0.941983,0.911151,0.751968,0.823941,0.817069,0.0969,8770,941,3183,9650,5.15,1.46,0.084,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,3.25,0.135,22544,0.005983,167130.4,4,df30cb2,2026-08-12T22:58:26
OneClassSVM,binario normal-vs-ataque (2 clases) sobre D2 completo,54,False,54,"{'nu': 0.05, 'gamma': 'scale'}",,,0.972524,0.504377,0.824931,0.883982,0.915538,0.685031,0.783686,0.784732,0.083514,8900,811,4042,8791,25.33,11.634,0.859,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,11.206,1.443,22544,0.06401,15622.6,4,df30cb2,2026-08-12T22:58:26
LocalOutlierFactor,binario normal-vs-ataque (2 clases) sobre D2 completo,54,False,54,{'n_neighbors': 20},,,0.942497,2.294773,0.822287,0.750204,0.800026,0.483519,0.602749,0.637198,0.159716,8160,1551,6628,6205,17.96,3.803,1.004,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,11.636,1.256,22544,0.055728,17944.4,4,df30cb2,2026-08-12T22:58:26
Autoencoder,binario normal-vs-ataque (2 clases) sobre D2 completo,54,False,54,"{'hidden_layer_sizes': (64, 32, 64)}",80.0,126.0,0.994044,2.1e-05,0.931781,0.920772,0.914132,0.861918,0.887258,0.875311,0.106992,8672,1039,1772,11061,24.98,0.037,0.018,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,24.694,0.028,22544,0.001245,803155.0,4,df30cb2,2026-08-12T22:58:26
IsolationForest,binario normal-vs-ataque (2 clases) sobre D2 completo,122_sin_seleccion,True,122,"{'n_estimators': 100, 'max_samples': 1.0}",,,0.991054,0.411032,0.95175,0.958895,0.918092,0.748539,0.824691,0.818843,0.08825,8854,857,3227,9606,4.76,1.208,0.071,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,3.161,0.118,22544,0.00524,190857.7,4,df30cb2,2026-08-12T23:04:21
OneClassSVM,binario normal-vs-ataque (2 clases) sobre D2 completo,122_sin_seleccion,True,122,"{'nu': 0.05, 'gamma': 'scale'}",,,0.978836,0.585714,0.887752,0.925265,0.919783,0.713006,0.803301,0.801233,0.082175,8913,798,3683,9150,39.45,13.437,0.985,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,23.17,1.674,22544,0.07427,13464.3,4,df30cb2,2026-08-12T23:04:21
LocalOutlierFactor,binario normal-vs-ataque (2 clases) sobre D2 completo,122_sin_seleccion,True,122,{'n_neighbors': 20},,,0.948013,2.425552,0.830167,0.754504,0.837478,0.637653,0.724031,0.723297,0.163526,8123,1588,4650,8183,25.27,5.438,1.421,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,16.295,1.85,22544,0.082084,12182.7,4,df30cb2,2026-08-12T23:04:21
Autoencoder,binario normal-vs-ataque (2 clases) sobre D2 completo,122_sin_seleccion,True,122,"{'hidden_layer_sizes': (64, 32, 64)}",40.0,85.0,0.984954,0.000326,0.950804,0.958115,0.925759,0.848282,0.885329,0.874911,0.089898,8838,873,1947,10886,20.42,0.049,0.019,'tiempo_s' = el bloque completo del algoritmo. Sus cinco tramos principales en orden de ejecución: (1) los fit del grid — y solo ellos son 'tiempo_entrenamiento_s' — (2) puntuar el set de validación etiquetado (D1_val + la muestra de D3) UNA VEZ POR CONFIGURACIÓN del grid = 'tiempo_score_seleccion_s' (3) puntuar D1_val para fijar el umbral p95 = 'tiempo_score_umbral_s' (4) la inferencia sobre D2 = 'tiempo_inferencia_s' y (5) la cola de evaluar_binario + UNA figura —la matriz de confusión; la de curvas ROC/PR se dibuja al final del script y queda fuera—. 'Principales' es literal: dentro de la misma ventana caen también el submuestreo de OneClassSVM · la construcción del estimador en cada iteración del grid y un roc_auc_score por configuración — despreciables pero no nulos — así que el tramo (5) no tiene columna propia: es lo que queda al restar de 'tiempo_s' las cuatro columnas de tiempo anteriores. El reparto entre tramos se LEE de las columnas de esta misma fila y no se estima. AVISO al reconstruirlo: los tramos (2) (3) y (4) miden la MISMA operación sobre conjuntos de tamaño distinto así que un cociente CRUDO entre dos de ellos NO es un cociente de coste por flujo: hay que dividirlo por la razón de tamaños de sus conjuntos antes de leerlo — y aun normalizado sigue siendo wall-clock de un pase único en una corrida que no controla ni el estado de caché ni la carga de la máquina ni n_jobs. La comparación normalizada está en PIPELINE.md anclada a su corrida · wall-clock de un pase único en máquina no dedicada: NO es reproducible ni comparable entre corridas y NO es una propiedad del algoritmo — vale como orden de magnitud y como comparación relativa DENTRO de esta misma corrida. La dispersión medida entre corridas y el umbral por debajo del cual una diferencia entre dos filas no significa nada están tabulados en Implementacion/PIPELINE.md sección 'Las columnas de tiempo: qué miden y hasta dónde valen' — anclados al commit de cada corrida y NO aquí a propósito: una cifra dentro del dato no se puede corregir sin re-correr · 'latencia_ms_por_flujo' y 'flujos_por_segundo' miden SOLO el predict/score sobre características ya calculadas y ya en memoria: NO incluyen captura de tráfico · ensamblado del flujo · extracción de las 41 características —donde vive el coste real de un despliegue— así que no son capacidad operativa del sistema,20.175,0.03,22544,0.001336,748564.7,4,df30cb2,2026-08-12T23:04:22
