alcance,set_features,sin_seleccion,n_features,firma,umbral_conf,origen_umbral_conf,categoria_asignada,n_normales_d2,n_argmax,n_condenadas,n_bajo_umbral,tasa_condena,conf_mediana_argmax,semilla,commit,fecha
medida CONTRAFACTUAL de la cascada invertida (T3): predict_proba del clasificador de firmas YA ENTRENADO sobre la POBLACIÓN de las filas normales de D2 —que en el sistema real NUNCA llegan a la etapa 2— para contar cuántas conservarían etiqueta de ataque con confianza >= UMBRAL_CONF. NO describe el híbrido publicado y NO es comparable con ninguna columna de metricas_firmas.csv ni de metricas_hibrido.csv. La etapa 2 carece de clase 'normal' (D3 son solo ataques) así que etiqueta como ataque TODA fila: por eso 'n_argmax' de '__global__' es el total de normales. DENOMINADOR de 'tasa_condena': ese total y no el bucket de la fila —así los RECUENTOS de las cuatro categorías suman el de '__global__'; las tasas solo hasta el redondeo—. LÍMITE: 'tasa_condena' de '__global__' es COTA INFERIOR del FPR de un sistema de firmas-primero y lo citable es 'n_condenadas' — el porqué está en el puntero y no se replica aquí. UMBRAL_CONF se lee del descriptor del híbrido (ver 'origen_umbral_conf') donde lo dejó la calibración out-of-fold sobre D3. Cero fit: solo inferencia sobre modelos persistidos y D2 SOLO se reporta — ninguna decisión sale de esta tabla (P-4). Lectura cifras y porqué del límite: Implementacion/PIPELINE.md sección 'La cascada invertida (T3)',54,False,54,RandomForest,0.5,hibrido_54_semilla2.joblib::umbral_conf_elegido,dos,9711,6298,4734,1564,0.487488,0.55697,2,df30cb2,2026-08-12T22:31:52
medida CONTRAFACTUAL de la cascada invertida (T3): predict_proba del clasificador de firmas YA ENTRENADO sobre la POBLACIÓN de las filas normales de D2 —que en el sistema real NUNCA llegan a la etapa 2— para contar cuántas conservarían etiqueta de ataque con confianza >= UMBRAL_CONF. NO describe el híbrido publicado y NO es comparable con ninguna columna de metricas_firmas.csv ni de metricas_hibrido.csv. La etapa 2 carece de clase 'normal' (D3 son solo ataques) así que etiqueta como ataque TODA fila: por eso 'n_argmax' de '__global__' es el total de normales. DENOMINADOR de 'tasa_condena': ese total y no el bucket de la fila —así los RECUENTOS de las cuatro categorías suman el de '__global__'; las tasas solo hasta el redondeo—. LÍMITE: 'tasa_condena' de '__global__' es COTA INFERIOR del FPR de un sistema de firmas-primero y lo citable es 'n_condenadas' — el porqué está en el puntero y no se replica aquí. UMBRAL_CONF se lee del descriptor del híbrido (ver 'origen_umbral_conf') donde lo dejó la calibración out-of-fold sobre D3. Cero fit: solo inferencia sobre modelos persistidos y D2 SOLO se reporta — ninguna decisión sale de esta tabla (P-4). Lectura cifras y porqué del límite: Implementacion/PIPELINE.md sección 'La cascada invertida (T3)',54,False,54,RandomForest,0.5,hibrido_54_semilla2.joblib::umbral_conf_elegido,probe,9711,1667,1293,374,0.133148,0.532037,2,df30cb2,2026-08-12T22:31:52
medida CONTRAFACTUAL de la cascada invertida (T3): predict_proba del clasificador de firmas YA ENTRENADO sobre la POBLACIÓN de las filas normales de D2 —que en el sistema real NUNCA llegan a la etapa 2— para contar cuántas conservarían etiqueta de ataque con confianza >= UMBRAL_CONF. NO describe el híbrido publicado y NO es comparable con ninguna columna de metricas_firmas.csv ni de metricas_hibrido.csv. La etapa 2 carece de clase 'normal' (D3 son solo ataques) así que etiqueta como ataque TODA fila: por eso 'n_argmax' de '__global__' es el total de normales. DENOMINADOR de 'tasa_condena': ese total y no el bucket de la fila —así los RECUENTOS de las cuatro categorías suman el de '__global__'; las tasas solo hasta el redondeo—. LÍMITE: 'tasa_condena' de '__global__' es COTA INFERIOR del FPR de un sistema de firmas-primero y lo citable es 'n_condenadas' — el porqué está en el puntero y no se replica aquí. UMBRAL_CONF se lee del descriptor del híbrido (ver 'origen_umbral_conf') donde lo dejó la calibración out-of-fold sobre D3. Cero fit: solo inferencia sobre modelos persistidos y D2 SOLO se reporta — ninguna decisión sale de esta tabla (P-4). Lectura cifras y porqué del límite: Implementacion/PIPELINE.md sección 'La cascada invertida (T3)',54,False,54,RandomForest,0.5,hibrido_54_semilla2.joblib::umbral_conf_elegido,r2l,9711,1706,647,1059,0.066625,0.48358,2,df30cb2,2026-08-12T22:31:52
medida CONTRAFACTUAL de la cascada invertida (T3): predict_proba del clasificador de firmas YA ENTRENADO sobre la POBLACIÓN de las filas normales de D2 —que en el sistema real NUNCA llegan a la etapa 2— para contar cuántas conservarían etiqueta de ataque con confianza >= UMBRAL_CONF. NO describe el híbrido publicado y NO es comparable con ninguna columna de metricas_firmas.csv ni de metricas_hibrido.csv. La etapa 2 carece de clase 'normal' (D3 son solo ataques) así que etiqueta como ataque TODA fila: por eso 'n_argmax' de '__global__' es el total de normales. DENOMINADOR de 'tasa_condena': ese total y no el bucket de la fila —así los RECUENTOS de las cuatro categorías suman el de '__global__'; las tasas solo hasta el redondeo—. LÍMITE: 'tasa_condena' de '__global__' es COTA INFERIOR del FPR de un sistema de firmas-primero y lo citable es 'n_condenadas' — el porqué está en el puntero y no se replica aquí. UMBRAL_CONF se lee del descriptor del híbrido (ver 'origen_umbral_conf') donde lo dejó la calibración out-of-fold sobre D3. Cero fit: solo inferencia sobre modelos persistidos y D2 SOLO se reporta — ninguna decisión sale de esta tabla (P-4). Lectura cifras y porqué del límite: Implementacion/PIPELINE.md sección 'La cascada invertida (T3)',54,False,54,RandomForest,0.5,hibrido_54_semilla2.joblib::umbral_conf_elegido,u2r,9711,40,17,23,0.001751,0.436991,2,df30cb2,2026-08-12T22:31:52
medida CONTRAFACTUAL de la cascada invertida (T3): predict_proba del clasificador de firmas YA ENTRENADO sobre la POBLACIÓN de las filas normales de D2 —que en el sistema real NUNCA llegan a la etapa 2— para contar cuántas conservarían etiqueta de ataque con confianza >= UMBRAL_CONF. NO describe el híbrido publicado y NO es comparable con ninguna columna de metricas_firmas.csv ni de metricas_hibrido.csv. La etapa 2 carece de clase 'normal' (D3 son solo ataques) así que etiqueta como ataque TODA fila: por eso 'n_argmax' de '__global__' es el total de normales. DENOMINADOR de 'tasa_condena': ese total y no el bucket de la fila —así los RECUENTOS de las cuatro categorías suman el de '__global__'; las tasas solo hasta el redondeo—. LÍMITE: 'tasa_condena' de '__global__' es COTA INFERIOR del FPR de un sistema de firmas-primero y lo citable es 'n_condenadas' — el porqué está en el puntero y no se replica aquí. UMBRAL_CONF se lee del descriptor del híbrido (ver 'origen_umbral_conf') donde lo dejó la calibración out-of-fold sobre D3. Cero fit: solo inferencia sobre modelos persistidos y D2 SOLO se reporta — ninguna decisión sale de esta tabla (P-4). Lectura cifras y porqué del límite: Implementacion/PIPELINE.md sección 'La cascada invertida (T3)',54,False,54,RandomForest,0.5,hibrido_54_semilla2.joblib::umbral_conf_elegido,__global__,9711,9711,6691,3020,0.689012,0.540104,2,df30cb2,2026-08-12T22:31:52
medida CONTRAFACTUAL de la cascada invertida (T3): predict_proba del clasificador de firmas YA ENTRENADO sobre la POBLACIÓN de las filas normales de D2 —que en el sistema real NUNCA llegan a la etapa 2— para contar cuántas conservarían etiqueta de ataque con confianza >= UMBRAL_CONF. NO describe el híbrido publicado y NO es comparable con ninguna columna de metricas_firmas.csv ni de metricas_hibrido.csv. La etapa 2 carece de clase 'normal' (D3 son solo ataques) así que etiqueta como ataque TODA fila: por eso 'n_argmax' de '__global__' es el total de normales. DENOMINADOR de 'tasa_condena': ese total y no el bucket de la fila —así los RECUENTOS de las cuatro categorías suman el de '__global__'; las tasas solo hasta el redondeo—. LÍMITE: 'tasa_condena' de '__global__' es COTA INFERIOR del FPR de un sistema de firmas-primero y lo citable es 'n_condenadas' — el porqué está en el puntero y no se replica aquí. UMBRAL_CONF se lee del descriptor del híbrido (ver 'origen_umbral_conf') donde lo dejó la calibración out-of-fold sobre D3. Cero fit: solo inferencia sobre modelos persistidos y D2 SOLO se reporta — ninguna decisión sale de esta tabla (P-4). Lectura cifras y porqué del límite: Implementacion/PIPELINE.md sección 'La cascada invertida (T3)',122_sin_seleccion,True,122,RandomForest,0.5,hibrido_122_sin_seleccion_semilla2.joblib::umbral_conf_elegido,dos,9711,5481,3064,2417,0.315518,0.506667,2,df30cb2,2026-08-12T22:41:14
medida CONTRAFACTUAL de la cascada invertida (T3): predict_proba del clasificador de firmas YA ENTRENADO sobre la POBLACIÓN de las filas normales de D2 —que en el sistema real NUNCA llegan a la etapa 2— para contar cuántas conservarían etiqueta de ataque con confianza >= UMBRAL_CONF. NO describe el híbrido publicado y NO es comparable con ninguna columna de metricas_firmas.csv ni de metricas_hibrido.csv. La etapa 2 carece de clase 'normal' (D3 son solo ataques) así que etiqueta como ataque TODA fila: por eso 'n_argmax' de '__global__' es el total de normales. DENOMINADOR de 'tasa_condena': ese total y no el bucket de la fila —así los RECUENTOS de las cuatro categorías suman el de '__global__'; las tasas solo hasta el redondeo—. LÍMITE: 'tasa_condena' de '__global__' es COTA INFERIOR del FPR de un sistema de firmas-primero y lo citable es 'n_condenadas' — el porqué está en el puntero y no se replica aquí. UMBRAL_CONF se lee del descriptor del híbrido (ver 'origen_umbral_conf') donde lo dejó la calibración out-of-fold sobre D3. Cero fit: solo inferencia sobre modelos persistidos y D2 SOLO se reporta — ninguna decisión sale de esta tabla (P-4). Lectura cifras y porqué del límite: Implementacion/PIPELINE.md sección 'La cascada invertida (T3)',122_sin_seleccion,True,122,RandomForest,0.5,hibrido_122_sin_seleccion_semilla2.joblib::umbral_conf_elegido,probe,9711,2597,1897,700,0.195345,0.553333,2,df30cb2,2026-08-12T22:41:14
medida CONTRAFACTUAL de la cascada invertida (T3): predict_proba del clasificador de firmas YA ENTRENADO sobre la POBLACIÓN de las filas normales de D2 —que en el sistema real NUNCA llegan a la etapa 2— para contar cuántas conservarían etiqueta de ataque con confianza >= UMBRAL_CONF. NO describe el híbrido publicado y NO es comparable con ninguna columna de metricas_firmas.csv ni de metricas_hibrido.csv. La etapa 2 carece de clase 'normal' (D3 son solo ataques) así que etiqueta como ataque TODA fila: por eso 'n_argmax' de '__global__' es el total de normales. DENOMINADOR de 'tasa_condena': ese total y no el bucket de la fila —así los RECUENTOS de las cuatro categorías suman el de '__global__'; las tasas solo hasta el redondeo—. LÍMITE: 'tasa_condena' de '__global__' es COTA INFERIOR del FPR de un sistema de firmas-primero y lo citable es 'n_condenadas' — el porqué está en el puntero y no se replica aquí. UMBRAL_CONF se lee del descriptor del híbrido (ver 'origen_umbral_conf') donde lo dejó la calibración out-of-fold sobre D3. Cero fit: solo inferencia sobre modelos persistidos y D2 SOLO se reporta — ninguna decisión sale de esta tabla (P-4). Lectura cifras y porqué del límite: Implementacion/PIPELINE.md sección 'La cascada invertida (T3)',122_sin_seleccion,True,122,RandomForest,0.5,hibrido_122_sin_seleccion_semilla2.joblib::umbral_conf_elegido,r2l,9711,1610,499,1111,0.051385,0.46,2,df30cb2,2026-08-12T22:41:14
medida CONTRAFACTUAL de la cascada invertida (T3): predict_proba del clasificador de firmas YA ENTRENADO sobre la POBLACIÓN de las filas normales de D2 —que en el sistema real NUNCA llegan a la etapa 2— para contar cuántas conservarían etiqueta de ataque con confianza >= UMBRAL_CONF. NO describe el híbrido publicado y NO es comparable con ninguna columna de metricas_firmas.csv ni de metricas_hibrido.csv. La etapa 2 carece de clase 'normal' (D3 son solo ataques) así que etiqueta como ataque TODA fila: por eso 'n_argmax' de '__global__' es el total de normales. DENOMINADOR de 'tasa_condena': ese total y no el bucket de la fila —así los RECUENTOS de las cuatro categorías suman el de '__global__'; las tasas solo hasta el redondeo—. LÍMITE: 'tasa_condena' de '__global__' es COTA INFERIOR del FPR de un sistema de firmas-primero y lo citable es 'n_condenadas' — el porqué está en el puntero y no se replica aquí. UMBRAL_CONF se lee del descriptor del híbrido (ver 'origen_umbral_conf') donde lo dejó la calibración out-of-fold sobre D3. Cero fit: solo inferencia sobre modelos persistidos y D2 SOLO se reporta — ninguna decisión sale de esta tabla (P-4). Lectura cifras y porqué del límite: Implementacion/PIPELINE.md sección 'La cascada invertida (T3)',122_sin_seleccion,True,122,RandomForest,0.5,hibrido_122_sin_seleccion_semilla2.joblib::umbral_conf_elegido,u2r,9711,23,13,10,0.001339,0.653333,2,df30cb2,2026-08-12T22:41:14
medida CONTRAFACTUAL de la cascada invertida (T3): predict_proba del clasificador de firmas YA ENTRENADO sobre la POBLACIÓN de las filas normales de D2 —que en el sistema real NUNCA llegan a la etapa 2— para contar cuántas conservarían etiqueta de ataque con confianza >= UMBRAL_CONF. NO describe el híbrido publicado y NO es comparable con ninguna columna de metricas_firmas.csv ni de metricas_hibrido.csv. La etapa 2 carece de clase 'normal' (D3 son solo ataques) así que etiqueta como ataque TODA fila: por eso 'n_argmax' de '__global__' es el total de normales. DENOMINADOR de 'tasa_condena': ese total y no el bucket de la fila —así los RECUENTOS de las cuatro categorías suman el de '__global__'; las tasas solo hasta el redondeo—. LÍMITE: 'tasa_condena' de '__global__' es COTA INFERIOR del FPR de un sistema de firmas-primero y lo citable es 'n_condenadas' — el porqué está en el puntero y no se replica aquí. UMBRAL_CONF se lee del descriptor del híbrido (ver 'origen_umbral_conf') donde lo dejó la calibración out-of-fold sobre D3. Cero fit: solo inferencia sobre modelos persistidos y D2 SOLO se reporta — ninguna decisión sale de esta tabla (P-4). Lectura cifras y porqué del límite: Implementacion/PIPELINE.md sección 'La cascada invertida (T3)',122_sin_seleccion,True,122,RandomForest,0.5,hibrido_122_sin_seleccion_semilla2.joblib::umbral_conf_elegido,__global__,9711,9711,5473,4238,0.563588,0.51,2,df30cb2,2026-08-12T22:41:14
